issuekey,title,description,storypoint,split_mark
BAM-5184,Can't create Plan from POM if the only Builder detected was the Elastic Agent,"to reproduce, make sure that the ""maven 2"" builder has only the elastic agent builder in its list (bamboo console >> administration >> builders). therefore, bamboo has not detected any local or remote maven installation.    when trying to create the plan from a pom, after detecting the repository and providing the projectname and projectkey, the following stacktrace is displayed:    version: 2.5  build: 1711  build date: 29 dec 2009  system.error.request.information:         request url: http:/localhost:8085/admin/importmavenplancreateplan.action       scheme: http       server: localhost       port: 8085       uri: /admin/importmavenplancreateplan.action       context path:       servlet path: /admin/importmavenplancreateplan.action       path info:        query string:    stack trace:    com.atlassian.bamboo.build.plancreationexception: no maven 2 builder found, should not occur    com.atlassian.bamboo.ww2.actions.admin.importmavenplancreateplanaction.createbuilder(importmavenplancreateplanaction.java:184)    com.atlassian.bamboo.ww2.actions.admin.importmavenplancreateplanaction.doexecute(importmavenplancreateplanaction.java:123)    com.atlassian.bamboo.ww2.bambooactionsupport.execute(bambooactionsupport.java:705)    sun.reflect.nativemethodaccessorimpl.invoke0(native method)    sun.reflect.nativemethodaccessorimpl.invoke(nativemethodaccessorimpl.java:39)    sun.reflect.delegatingmethodaccessorimpl.invoke(delegatingmethodaccessorimpl.java:25)    java.lang.reflect.method.invoke(method.java:592)    com.opensymphony.xwork.defaultactioninvocation.invokeaction(defaultactioninvocation.java:358)    com.opensymphony.xwork.defaultactioninvocation.invokeactiononly(defaultactioninvocation.java:218)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:192)    com.opensymphony.xwork.interceptor.defaultworkflowinterceptor.dointercept(defaultworkflowinterceptor.java:175)    com.atlassian.bamboo.ww2.interceptors.bambooworkflowinterceptor.dointercept(bambooworkflowinterceptor.java:33)    com.opensymphony.xwork.interceptor.methodfilterinterceptor.intercept(methodfilterinterceptor.java:86)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)    com.opensymphony.xwork.validator.validationinterceptor.dointercept(validationinterceptor.java:116)    com.atlassian.bamboo.ww2.interceptors.bamboovalidationinterceptor.dointercept(bamboovalidationinterceptor.java:33)    com.opensymphony.xwork.interceptor.methodfilterinterceptor.intercept(methodfilterinterceptor.java:86)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)    com.atlassian.bamboo.ww2.interceptors.jsonvalidationinterceptor.intercept(jsonvalidationinterceptor.java:78)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)    com.opensymphony.xwork.interceptor.aroundinterceptor.intercept(aroundinterceptor.java:31)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)    com.opensymphony.xwork.interceptor.aroundinterceptor.intercept(aroundinterceptor.java:31)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)    com.opensymphony.xwork.interceptor.aroundinterceptor.intercept(aroundinterceptor.java:31)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)    com.opensymphony.webwork.interceptor.fileuploadinterceptor.intercept(fileuploadinterceptor.java:174)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)    com.opensymphony.xwork.interceptor.aroundinterceptor.intercept(aroundinterceptor.java:31)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)    com.opensymphony.xwork.interceptor.aroundinterceptor.intercept(aroundinterceptor.java:31)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)    com.opensymphony.xwork.interceptor.aroundinterceptor.intercept(aroundinterceptor.java:31)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)    com.opensymphony.xwork.interceptor.i18ninterceptor.intercept(i18ninterceptor.java:151)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)    com.opensymphony.xwork.interceptor.aroundinterceptor.intercept(aroundinterceptor.java:31)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)    com.atlassian.bamboo.ww2.interceptors.globaladmininterceptor.intercept(globaladmininterceptor.java:21)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)    com.atlassian.bamboo.security.acegi.intercept.web.webworksecurityinterceptor.intercept(webworksecurityinterceptor.java:55)    com.atlassian.bamboo.security.acegi.intercept.web.webworksecurityinterceptorproxy.intercept(webworksecurityinterceptorproxy.java:30)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)    com.atlassian.bamboo.ww2.interceptors.paginationawareinterceptor.intercept(paginationawareinterceptor.java:68)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)    com.atlassian.bamboo.ww2.interceptors.statisticsawareinterceptor.intercept(statisticsawareinterceptor.java:41)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)    com.atlassian.bamboo.ww2.interceptors.resultslistawareinterceptor.intercept(resultslistawareinterceptor.java:48)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)    com.atlassian.bamboo.ww2.interceptors.testcaseawareinterceptor.intercept(testcaseawareinterceptor.java:44)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)    com.atlassian.bamboo.ww2.interceptors.buildresultssummaryawareinteceptor.intercept(buildresultssummaryawareinteceptor.java:66)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)    com.atlassian.bamboo.ww2.interceptors.buildawareinterceptor.intercept(buildawareinterceptor.java:47)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)    com.opensymphony.xwork.interceptor.aroundinterceptor.intercept(aroundinterceptor.java:31)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)    com.opensymphony.xwork.interceptor.aroundinterceptor.intercept(aroundinterceptor.java:31)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)    com.opensymphony.xwork.interceptor.aroundinterceptor.intercept(aroundinterceptor.java:31)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)    com.opensymphony.xwork.interceptor.exceptionmappinginterceptor.intercept(exceptionmappinginterceptor.java:186)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)    com.atlassian.bamboo.ww2.interceptors.buildconfigurationinterceptor.intercept(buildconfigurationinterceptor.java:52)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)    com.atlassian.bamboo.ww2.interceptors.buildconfigurationfromsessioninterceptor.intercept(buildconfigurationfromsessioninterceptor.java:50)    com.opensymphony.xwork.defaultactioninvocation.invoke(defaultactioninvocation.java:190)    com.opensymphony.xwork.defaultactionproxy.execute(defaultactionproxy.java:116)    com.opensymphony.webwork.dispatcher.dispatcherutils.serviceaction(dispatcherutils.java:274)    com.opensymphony.webwork.dispatcher.filterdispatcher.dofilter(filterdispatcher.java:202)    org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)    com.atlassian.plugin.servlet.filter.iteratingfilterchain.dofilter(iteratingfilterchain.java:46)    com.atlassian.plugin.servlet.filter.servletfiltermodulecontainerfilter.dofilter(servletfiltermodulecontainerfilter.java:55)    com.atlassian.plugin.servlet.filter.servletfiltermodulecontainerfilter.dofilter(servletfiltermodulecontainerfilter.java:41)    org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)    com.opensymphony.module.sitemesh.filter.pagefilter.parsepage(pagefilter.java:118)    com.opensymphony.module.sitemesh.filter.pagefilter.dofilter(pagefilter.java:52)    org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)    com.opensymphony.webwork.dispatcher.actioncontextcleanup.dofilter(actioncontextcleanup.java:88)    org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)    com.atlassian.plugin.servlet.filter.iteratingfilterchain.dofilter(iteratingfilterchain.java:46)    com.atlassian.plugin.servlet.filter.servletfiltermodulecontainerfilter.dofilter(servletfiltermodulecontainerfilter.java:55)    com.atlassian.plugin.servlet.filter.servletfiltermodulecontainerfilter.dofilter(servletfiltermodulecontainerfilter.java:41)    org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)    com.atlassian.bamboo.filter.accesslogfilter.dofilter(accesslogfilter.java:61)    org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)    org.acegisecurity.util.filterchainproxy$virtualfilterchain.dofilter(filterchainproxy.java:265)    org.acegisecurity.providers.anonymous.anonymousprocessingfilter.dofilter(anonymousprocessingfilter.java:125)    org.acegisecurity.util.filterchainproxy$virtualfilterchain.dofilter(filterchainproxy.java:275)    com.atlassian.bamboo.filter.seraphloginfilter.dofilter(seraphloginfilter.java:61)    org.acegisecurity.util.filterchainproxy$virtualfilterchain.dofilter(filterchainproxy.java:275)    org.acegisecurity.util.filterchainproxy.dofilter(filterchainproxy.java:149)    org.acegisecurity.util.filtertobeanproxy.dofilter(filtertobeanproxy.java:98)    com.atlassian.bamboo.filter.bambooacegiproxyfilter.dofilter(bambooacegiproxyfilter.java:25)    org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)    com.atlassian.bamboo.filter.licensefilter.dofilter(licensefilter.java:73)    com.atlassian.core.filters.abstracthttpfilter.dofilter(abstracthttpfilter.java:31)    org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)    com.atlassian.johnson.filters.abstractjohnsonfilter.dofilter(abstractjohnsonfilter.java:72)    org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)    com.atlassian.seraph.filter.securityfilter.dofilter(securityfilter.java:204)    org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)    com.atlassian.seraph.filter.baseloginfilter.dofilter(baseloginfilter.java:138)    org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)    com.atlassian.plugin.servlet.filter.iteratingfilterchain.dofilter(iteratingfilterchain.java:46)    com.atlassian.plugin.servlet.filter.delegatingpluginfilter$1.dofilter(delegatingpluginfilter.java:66)    com.atlassian.oauth.serviceprovider.internal.servlet.oauthfilter.dofilter(oauthfilter.java:69)    com.atlassian.plugin.servlet.filter.delegatingpluginfilter.dofilter(delegatingpluginfilter.java:74)    com.atlassian.plugin.servlet.filter.iteratingfilterchain.dofilter(iteratingfilterchain.java:42)    com.atlassian.plugin.servlet.filter.servletfiltermodulecontainerfilter.dofilter(servletfiltermodulecontainerfilter.java:55)    com.atlassian.plugin.servlet.filter.servletfiltermodulecontainerfilter.dofilter(servletfiltermodulecontainerfilter.java:41)    org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)    org.springframework.orm.hibernate.support.opensessioninviewfilter.dofilterinternal(opensessioninviewfilter.java:170)    com.atlassian.spring.filter.flushingspringsessioninviewfilter.dofilterinternal(flushingspringsessioninviewfilter.java:29)    org.springframework.web.filter.onceperrequestfilter.dofilter(onceperrequestfilter.java:75)    org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)    com.planetj.servlet.filter.compression.compressingfilter.handledofilter(compressingfilter.java:203)    com.planetj.servlet.filter.compression.compressingfilter.dofilter(compressingfilter.java:193)    com.atlassian.bamboo.filter.compressingfilter.dofilter(compressingfilter.java:65)    org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)    com.atlassian.bamboo.filter.requestcachethreadlocalfilter.dofilter(requestcachethreadlocalfilter.java:26)    org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)    com.atlassian.plugin.servlet.filter.iteratingfilterchain.dofilter(iteratingfilterchain.java:46)    com.atlassian.plugin.servlet.filter.servletfiltermodulecontainerfilter.dofilter(servletfiltermodulecontainerfilter.java:55)    com.atlassian.plugin.servlet.filter.servletfiltermodulecontainerfilter.dofilter(servletfiltermodulecontainerfilter.java:41)    org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)    org.springframework.web.filter.characterencodingfilter.dofilterinternal(characterencodingfilter.java:96)    org.springframework.web.filter.onceperrequestfilter.dofilter(onceperrequestfilter.java:75)    org.mortbay.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1139)    org.mortbay.jetty.servlet.servlethandler.handle(servlethandler.java:378)    org.mortbay.jetty.security.securityhandler.handle(securityhandler.java:216)    org.mortbay.jetty.servlet.sessionhandler.handle(sessionhandler.java:181)    org.mortbay.jetty.handler.contexthandler.handle(contexthandler.java:765)    org.mortbay.jetty.webapp.webappcontext.handle(webappcontext.java:417)    org.mortbay.jetty.handler.handlerwrapper.handle(handlerwrapper.java:152)    org.mortbay.jetty.server.handle(server.java:324)    org.mortbay.jetty.httpconnection.handlerequest(httpconnection.java:535)    org.mortbay.jetty.httpconnection$requesthandler.content(httpconnection.java:880)    org.mortbay.jetty.httpparser.parsenext(httpparser.java:747)    org.mortbay.jetty.httpparser.parseavailable(httpparser.java:218)    org.mortbay.jetty.httpconnection.handle(httpconnection.java:404)    org.mortbay.jetty.bio.socketconnector$connection.run(socketconnector.java:228)    org.mortbay.thread.queuedthreadpool$poolthread.run(queuedthreadpool.java:520)",3,train
BAM-5187,Update Builders and Jdk's to allow for > 25 agents,"this view jdks and view builders page needs rewriting.  a mock up can be found here: https:/extranet.atlassian.com/display/bamboo/supportingmorethan25remote+agents   we are trying to condense this information.    there is a bug on this page which also needs to be fixed, see screenshot: http:/skitch.com/brydiemccoy/n8fbq/jdksatlassianbamboo    investigate surrounding/similar pages and identify if any other work needs doing.",5,train
BAM-5189,"${system.bamboo.agent.home} should be defined for all agents, not just remote ones","$ needs to be defined for all agents, otherwise it makes running pre and post build scripts break.",2,train
BAM-5192,Ability to delete build working directory after a suceessful build,add a checkbox to delete the builds working directory after the build to control the amount of disk space in use    it would be excellent if this https:/extranet.atlassian.com/display/it/2010/01/11/preandpostscriptsonbeacagentstocleanupbuilds was incorporated into the product at a per plan level,5,train
BAM-5197,Bamboo Rest calls cannot find resources directly after install,"i started a brand new bamboo home (2.5).  after running the setup wizard in bamboo and running a few builds, i added a new plan status gadget to jira (4.0) and got the error below (see screen shot also).  the error could also be seen when hitting the straight rest urls:     http:/localhost:8085/bamboo/rest/api/latest/build/svn/def?expand=builds[0%3a9].build&maxresults=10    i then stopped and started bamboo and the resources were found happily and everything worked.   notifications are not affected (runs through similar code) just the rest calls.          20100112 13:51:45,070 info [10084294@qtp1164208231] [accesslogfilter] admin http:/172.20.7.225:8085/bamboo/rest/api/latest/build/svn/def2.json?expand=builds%5b0%3a9%5d.build&maxresults=10&nocache=1263264704955 174430kb  20100112 13:51:45,132 error [9682830@qtp1164208230] [bamboofreemarkermanager] error resolving template  java.io.filenotfoundexception: template freemarkerlib/ui.ftl not found.    freemarker.template.configuration.gettemplate(configuration.java:489)    freemarker.core.environment.gettemplateforinclusion(environment.java:1464)    freemarker.core.environment.gettemplateforimporting(environment.java:1518)    freemarker.core.environment.importlib(environment.java:1503)    freemarker.template.configuration.doautoimportsandincludes(configuration.java:843)    freemarker.core.configurable.doautoimportsandincludes(configurable.java:835)    freemarker.core.configurable.doautoimportsandincludes(configurable.java:835)    freemarker.core.environment.process(environment.java:188)    freemarker.template.template.process(template.java:237)    com.atlassian.bamboo.ww2.bamboofreemarkermanager.renderpagewithnocontext(bamboofreemarkermanager.java:419)    com.atlassian.bamboo.ww2.bamboofreemarkermanager.renderpage(bamboofreemarkermanager.java:260)    com.atlassian.bamboo.ww2.bamboofreemarkermanager.renderpage(bamboofreemarkermanager.java:236)    com.atlassian.bamboo.ww2.bamboofreemarkermanager.render(bamboofreemarkermanager.java:305)    com.atlassian.bamboo.v2.build.trigger.defaulttriggerreasonrenderer.getshortdescriptionhtml(defaulttriggerreasonrenderer.java:40)    com.atlassian.bamboo.resultsummary.abstractbuildresultssummary.getreasonsummary(abstractbuildresultssummary.java:135)    com.atlassian.bamboo.plugins.rest.model.build.abstractrestbuild.expand(abstractrestbuild.java:145)    com.atlassian.bamboo.plugins.rest.model.build.restbuild.expand(restbuild.java:68)    com.atlassian.bamboo.plugins.rest.model.build.restbuildexpander.expandinternal(restbuildexpander.java:14)    com.atlassian.bamboo.plugins.rest.model.build.restbuildexpander.expandinternal(restbuildexpander.java:8)    com.atlassian.plugins.rest.common.expand.abstractrecursiveentityexpander.expand(abstractrecursiveentityexpander.java:9)    com.atlassian.plugins.rest.common.expand.resolver.collectionentityexpanderresolver$listexpander.expand(collectionentityexpanderresolver.java:65)    com.atlassian.plugins.rest.common.expand.resolver.collectionentityexpanderresolver$listexpander.expand(collectionentityexpanderresolver.java:56)    com.atlassian.plugins.rest.common.expand.entitycrawler.expandfields(entitycrawler.java:94)    com.atlassian.plugins.rest.common.expand.entitycrawler.crawl(entitycrawler.java:35)    com.atlassian.plugins.rest.common.expand.resolver.listwrapperentityexpanderresolver$listwrapperentityexpander.expand(listwrapperentityexpanderresolver.java:58)    com.atlassian.plugins.rest.common.expand.resolver.listwrapperentityexpanderresolver$listwrapperentityexpander.expand(listwrapperentityexpanderresolver.java:32)    com.atlassian.plugins.rest.common.expand.entitycrawler.expandfields(entitycrawler.java:94)    com.atlassian.plugins.rest.common.expand.entitycrawler.crawl(entitycrawler.java:35)    com.atlassian.plugins.rest.common.expand.jersey.expandresponsefilter.filter(expandresponsefilter.java:39)    com.sun.jersey.server.impl.application.webapplicationimpl._handlerequest(webapplicationimpl.java:675)    com.sun.jersey.server.impl.application.webapplicationimpl.handlerequest(webapplicationimpl.java:612)    com.sun.jersey.server.impl.application.webapplicationimpl.handlerequest(webapplicationimpl.java:603)    com.sun.jersey.spi.container.servlet.webcomponent.service(webcomponent.java:309)    com.sun.jersey.spi.container.servlet.servletcontainer.service(servletcontainer.java:425)    com.atlassian.plugins.rest.module.restdelegatingservletfilter$jerseyosgiservletcontainer.dofilter(restdelegatingservletfilter.java:198)    com.sun.jersey.spi.container.servlet.servletcontainer.dofilter(servletcontainer.java:689)    com.atlassian.plugins.rest.module.restdelegatingservletfilter.dofilter(restdelegatingservletfilter.java:112)      ",3,train
BAM-5213,Editing user and setting Source Repository Alias causes null pointer exception,"assigning a repository alias to an external (ldap) user throws npe    20100114 14:41:36,093 error [4844447@qtp66595110] [fiveohoh] 500 exception was thrown.  java.lang.nullpointerexception    java.util.abstractcollection.addall(abstractcollection.java:316)    com.atlassian.bamboo.ww2.actions.admin.user.configureuser.execute(configureuser.java:88)    com.atlassian.bamboo.ww2.actions.admin.user.configureuser.doupdateexternaluser(configureuser.java:153)    sun.reflect.nativemethodaccessorimpl.invoke0(native method)    sun.reflect.nativemethodaccessorimpl.invoke(nativemethodaccessorimpl.java:39)    sun.reflect.delegatingmethodaccessorimpl.invoke(delegatingmethodaccessorimpl.java:25)    java.lang.reflect.method.invoke(method.java:592)    ",3,train
BAM-5218,When downsizing a license plans users are directed to delete on the _old_  server ,when a user has to downsize bamboo instance the use is directed to a delete plans screen.   the link points to the bamboo server the last export was made from.  plans on the previous server are deleted not on the current. the previous server may still be active and eligible to run unlimited plans.     on that screen a neon warning should be displayed and the base url should be questioned (if not the same as the current hostname/ip address),3,train
BAM-5230,CVS module field doesn't store changes when cloning an existing build plan,"first: create a build plan using cvs as source repository and specify a module to be used.  second: create another build plan and select ""clone an existing build plan?"" then select the other plan. click ""next >>"" and change the cvs module to be used. click ""next >>"" until the new plan can be saved and tries to do it's initial build... you will notice that it uses the cvs module specified in the initial build plan instead of the new one specified.    workaround: abort the initial build and change the module again in the new plan's configuration... afterwards the module is set correctly.",2,train
BAM-5244,Cannot undo Maven POM dependency management,"we have 200+ maven plans configured on one bamboo instance and some of them are nightly plans with a onceaday trigger.     on upgrading to 2.5 i set all plans to use the maven2 dependency management. the problem is that i don't want regular ci plans to trigger nightly plans(as they are resource intensive). when i remove pom dependency management from the nightly builds, it doesn't stop them from being triggered by regular ci plans. i have no choice now but to take the maven 2 dep management off all plans.    oh well, it was nice while it lasted.     so   any way to stop the maven 2 dependencies from crossing from plans of one build strategy (polling) to plans of another (single daily build)?",3,train
BAM-5261,Fix up UI for builders/jdks admin pages,nan,3,train
BAM-5263,Return URL should be restricted to current server,nan,3,train
