issuekey,title,description,storypoint,split_mark
APSTUD-4763,"Improve handling of ""Failed to parse"" for Validation","found in a log file. it appears to happen when a file is edited outside eclipse, ""refreshing workspace"" is turned off, and we attempt to build      !entry com.aptana.editor.html 4 0 20120419 00:48:26.619  !message (build 3.0.3.1333512634) [error]  failed to parse for html parse error validation  !stack 1  org.eclipse.core.internal.resources.resourceexception: resource is out of sync with the file system: '/humansoul/prive/contenu/itemrssplugin.html'.    org.eclipse.core.internal.localstore.filesystemresourcemanager.read(filesystemresourcemanager.java:793)    org.eclipse.core.internal.resources.file.getcontents(file.java:289)    org.eclipse.core.internal.resources.file.getcontents(file.java:278)    com.aptana.index.core.build.buildcontext.openinputstream(buildcontext.java:259)    com.aptana.index.core.build.buildcontext.getcontents(buildcontext.java:154)    com.aptana.editor.html.validator.htmlparservalidator.buildfile(htmlparservalidator.java:60)    com.aptana.core.internal.build.lazybuildparticipant.buildfile(lazybuildparticipant.java:72)    com.aptana.core.build.unifiedbuilder.buildfile(unifiedbuilder.java:509)    com.aptana.core.build.unifiedbuilder.dobuildfiles(unifiedbuilder.java:426)    com.aptana.core.build.unifiedbuilder.buildfiles(unifiedbuilder.java:403)    com.aptana.core.build.unifiedbuilder.incrementalbuild(unifiedbuilder.java:231)    com.aptana.core.build.unifiedbuilder.build(unifiedbuilder.java:167)    org.eclipse.core.internal.events.buildmanager$2.run(buildmanager.java:728)    org.eclipse.core.runtime.saferunner.run(saferunner.java:42)    org.eclipse.core.internal.events.buildmanager.basicbuild(buildmanager.java:199)    org.eclipse.core.internal.events.buildmanager.basicbuild(buildmanager.java:239)    org.eclipse.core.internal.events.buildmanager$1.run(buildmanager.java:292)    org.eclipse.core.runtime.saferunner.run(saferunner.java:42)    org.eclipse.core.internal.events.buildmanager.basicbuild(buildmanager.java:295)    org.eclipse.core.internal.events.buildmanager.basicbuildloop(buildmanager.java:351)    org.eclipse.core.internal.events.buildmanager.build(buildmanager.java:374)    org.eclipse.core.internal.events.autobuildjob.dobuild(autobuildjob.java:143)    org.eclipse.core.internal.events.autobuildjob.run(autobuildjob.java:241)    org.eclipse.core.internal.jobs.worker.run(worker.java:54)  !subentry 1 org.eclipse.core.resources 4 274 20120419 00:48:26.619  !message resource is out of sync with the file system: '/humansoul/prive/contenu/itemrssplugin.html'.      suggested approach:    # catch the specific exception  # call refresh of the resource  # try again  # if it still fails, alert the user (similar to how search fails)  # write out this message as an [warning] to the log",8,val
APSTUD-4764,Publishing project also uploads ignored resources,"publishing a project also uploads ignores resources    steps to reproduce:  # add new php project  # add .gitignore file in root of project  # rightclick on project > publish > run web deployment wizard  # finish web deployment wizard for an ftp server  # open preferences > aptana studio > publishing  # add "".project"" and "".gitignore"" to ignore list  # press apply  # press ok  # right click on project > publish > upload    and both .project and .gitignore files are uploaded to server.    i have also tried closing project and closing aptana after updating preferences.  ",8,val
APSTUD-4765,Ruby auto 'end' insertion no longer working?,"the ruby live formatter/codeinjection no longer seems to work in aptana studio 3.1.      in previous versions typing      def foo      and hitting return would auto inject:    def foo    <  new indented cursor position  end      this behavior no longer occurs after upgrading to 3.1 (same issue for if statements, etc).  ",13,val
APSTUD-4767,"Remove PHP, Ruby, and Python features from the Studio umbrella feature and build",nan,8,val
APSTUD-4768,"Push PHP, Ruby and Python features to an external update site",nan,13,val
APSTUD-4769,"Add the area for installing PHP, Python, Ruby features to the dashboard",nan,13,val
APSTUD-4771,PHP Outline View should show inherited methods and properties,"when working with any existing app or large framework it's incredibly useful to be able to easily browse/explore all available methods and properties that the current class has access to and to be able to navigate quickly through the hierarchy.     working with something like magento or anything based on zf/cake/kohana etc means that you almost never create classes from scratch but are always extending someone else's class.    while inherited methods/properties are visible in autocomplete they do not show in the outline view  so finding what's available in a large or an unknown project is a nightmare.     in contrast aptana 1.5 showed all inherited methods/properties in the outline view  see attached screen shot for an example of using this in a magento project.    i still use aptana 1.5 as my everyday ide because the php outline view does such a fantastic job of displaying and filtering through deep object hierarchies, i've tried (and purchased!) every other php ide i can find to get a modern release that can beat it, and nothing can, it really is a killer feature.    netbeans and phpstorm both to a good job of letting you search for class usage etc but neither aid in exploring the hierarchy as well as the aptana outline view used to   please bring it back so i can upgrade to studio 3!    given that autocomplete already parses the hierarchy and outline view already shows indented methods with a working filter system, it must be possible to render the hierarchy in outline view.",13,val
APSTUD-4774,Deadlock in creating new Ruble project,"# open titanium studio  # create a new ruby project, choosing to use the ruble template.  # on ""finish"" studio deadlocks.  # no files were created    on a subsequent run, i was not able to replicate the issue, so it must be one of timing.      found one javalevel deadlock:  =============================  ""worker25"":    waiting to lock monitor 0000000001203ebc (object 0000000006e80160, a org.eclipse.osgi.internal.baseadaptor.defaultclassloader),    which is held by ""modalcontext""  ""modalcontext"":    waiting to lock monitor 00000000012034f8 (object 0000000006e80078, a org.eclipse.osgi.internal.baseadaptor.defaultclassloader),    which is held by ""worker25""    java stack information for the threads listed above:  ===================================================  ""worker25"":    org.eclipse.osgi.baseadaptor.loader.classpathmanager.findloadedclass(classpathmanager.java:477)    waiting to lock / (a org.eclipse.osgi.internal.baseadaptor.defaultclassloader)    org.eclipse.osgi.baseadaptor.loader.classpathmanager.findlocalclass(classpathmanager.java:456)    org.eclipse.osgi.internal.baseadaptor.defaultclassloader.findlocalclass(defaultclassloader.java:216)    org.eclipse.osgi.internal.loader.bundleloader.findlocalclass(bundleloader.java:400)    org.eclipse.osgi.internal.loader.singlesourcepackage.loadclass(singlesourcepackage.java:35)    org.eclipse.osgi.internal.loader.bundleloader.findclassinternal(bundleloader.java:473)    org.eclipse.osgi.internal.loader.bundleloader.findclass(bundleloader.java:429)    org.eclipse.osgi.internal.loader.bundleloader.findclass(bundleloader.java:417)    org.eclipse.osgi.internal.baseadaptor.defaultclassloader.loadclass(defaultclassloader.java:107)    java.lang.classloader.loadclass(classloader.java:247)    com.aptana.editor.css.preferences.preferenceinitializer.initializedefaultpreferences(preferenceinitializer.java:48)    org.eclipse.core.internal.preferences.preferenceserviceregistryhelper$1.run(preferenceserviceregistryhelper.java:281)    org.eclipse.core.runtime.saferunner.run(saferunner.java:42)    org.eclipse.core.internal.preferences.preferenceserviceregistryhelper.runinitializer(preferenceserviceregistryhelper.java:284)    org.eclipse.core.internal.preferences.preferenceserviceregistryhelper.applyruntimedefaults(preferenceserviceregistryhelper.java:130)    org.eclipse.core.internal.preferences.preferencesservice.applyruntimedefaults(preferencesservice.java:368)    org.eclipse.core.internal.preferences.defaultpreferences.applyruntimedefaults(defaultpreferences.java:166)    org.eclipse.core.internal.preferences.defaultpreferences.load(defaultpreferences.java:237)    org.eclipse.core.internal.preferences.eclipsepreferences.create(eclipsepreferences.java:387)    org.eclipse.core.internal.preferences.eclipsepreferences.internalnode(eclipsepreferences.java:631)    org.eclipse.core.internal.preferences.eclipsepreferences.node(eclipsepreferences.java:757)    org.eclipse.core.internal.preferences.preferencesservice$5.run(preferencesservice.java:623)    org.eclipse.core.runtime.saferunner.run(saferunner.java:42)    org.eclipse.core.internal.preferences.preferencesservice.getnodes(preferencesservice.java:607)    org.eclipse.core.internal.preferences.preferencesservice.getdouble(preferencesservice.java:531)    com.aptana.editor.common.contentassist.metadataloader.versionchanged(metadataloader.java:251)    com.aptana.editor.common.contentassist.metadataloader.run(metadataloader.java:182)    org.eclipse.core.internal.jobs.worker.run(worker.java:54)  ""modalcontext"":    org.eclipse.osgi.baseadaptor.loader.classpathmanager.findloadedclass(classpathmanager.java:477)    waiting to lock / (a org.eclipse.osgi.internal.baseadaptor.defaultclassloader)    org.eclipse.osgi.baseadaptor.loader.classpathmanager.findlocalclass(classpathmanager.java:456)    org.eclipse.osgi.internal.baseadaptor.defaultclassloader.findlocalclass(defaultclassloader.java:216)    org.eclipse.osgi.internal.loader.bundleloader.findlocalclass(bundleloader.java:400)    org.eclipse.osgi.internal.loader.bundleloader.findclassinternal(bundleloader.java:476)    org.eclipse.osgi.internal.loader.bundleloader.findclass(bundleloader.java:429)    org.eclipse.osgi.internal.loader.bundleloader.findclass(bundleloader.java:417)    org.eclipse.osgi.internal.loader.buddy.registeredpolicy.loadclass(registeredpolicy.java:79)    org.eclipse.osgi.internal.loader.buddy.policyhandler.dobuddyclassloading(policyhandler.java:135)    org.eclipse.osgi.internal.loader.bundleloader.findclassinternal(bundleloader.java:501)    org.eclipse.osgi.internal.loader.bundleloader.findclass(bundleloader.java:429)    org.eclipse.osgi.internal.loader.bundleloader.findclass(bundleloader.java:417)    org.eclipse.osgi.internal.baseadaptor.defaultclassloader.loadclass(defaultclassloader.java:107)    java.lang.classloader.loadclass(classloader.java:247)    org.apache.velocity.runtime.log.commonsloglogchute.init(commonsloglogchute.java:75)    org.apache.velocity.runtime.log.logmanager.createlogchute(logmanager.java:157)    org.apache.velocity.runtime.log.logmanager.updatelog(logmanager.java:255)    org.apache.velocity.runtime.runtimeinstance.initializelog(runtimeinstance.java:795)    org.apache.velocity.runtime.runtimeinstance.init(runtimeinstance.java:250)    locked / (a org.apache.velocity.runtime.runtimeinstance)    org.apache.velocity.runtime.runtimesingleton.init(runtimesingleton.java:114)    locked / (a java.lang.class for org.apache.velocity.runtime.runtimesingleton)    org.apache.velocity.app.velocity.init(velocity.java:79)    com.aptana.projects.internal.wizards.abstractnewprojectwizard.applytemplatevariables(abstractnewprojectwizard.java:781)    com.aptana.projects.internal.wizards.abstractnewprojectwizard.getinputstream(abstractnewprojectwizard.java:736)    com.aptana.projects.internal.wizards.abstractnewprojectwizard.extractzip(abstractnewprojectwizard.java:621)    com.aptana.projects.internal.wizards.abstractnewprojectwizard.extractzip(abstractnewprojectwizard.java:538)    com.aptana.projects.internal.wizards.abstractnewprojectwizard.createnewproject(abstractnewprojectwizard.java:426)    com.aptana.projects.internal.wizards.abstractnewprojectwizard$1.run(abstractnewprojectwizard.java:256)    org.eclipse.jface.operation.modalcontext$modalcontextthread.run(modalcontext.java:121)   ",13,val
APSTUD-4775,Commenting lines with Ctrl+/ removes carriage return in line breaks,when commenting a series of lines with ctrl/ the editor uses linux line breaks regardless of the style of line breaks chosen for the rest of the file or the default configuration.    steps to reproduce:  1. turn whitespace characters on (prefences > general > editors > text editors > whitespace)  2. create a file that uses carrage returns in it's line breaks.  3. type some text with a few line breaks  4. comment them with the keyboard shortcut (ctrl/cmd  /)    expected results: the lines should comment without changing the line returns  actual results: the line terminators change to linux style regardless of setting.,5,val
APSTUD-4776,JavaScript: Outline view does not descend into conditionals,"aptana studio 3, build: 3.2.0.201204291023    the outline view doesn't display functions defined inside conditionals:        var airlinetaxspace;    if( typeof financial != 'function')             function displayprofile(labelprofile, labelseparator, profile, isbold)         }    }    /  singleton  financial.instance = null;  financial.getinstance = function()       return this.instance;  };  /  end of singleton  ",8,val
APSTUD-4777,"""up"" button is not working","the ""up"" button in the remote explorer is not working. you only can use the ""back to workspace"" button.",8,val
APSTUD-4778,"When shutting down Aptana Studio, it entered in a halt condition on LRUCache.flush()","when shutting down studio (on windows), i noticed that it appears that the aptana studio process kept running and needed to be terminated manually.",13,val
APSTUD-4782,Changing Theme in Aptana Studio 3 makes selection color / colour opaque - code/text can not be read / seen,"changing theme in aptana studio 3 via round color/colour wheel with drop down button makes selection color / colour opaque, i.e. looses transparency. selected code/text can not be read / seen.    quitting out of aptana studio 3 and then re loading fixed problem.    see attachment from head of a python script after changing theme",5,val
APSTUD-4783,Using Pydev Dark theme switching between different file types changes colors / colours,"selected ""pydev dark"" theme, have a py file open, file looks fine.    open a .txt file, which looks ok then switch to the tab for the python file and the display is messed up. see attached screen shot, note the background is grey/gray where there is no text.    problem does not occur with aptana studio theme (i think this is the default?)  note have to quit out an restart to ""fix"" display, see apstud4782",13,val
